lead_id,customer_id,campaign_id,lead_date,lead_source,landing_page,discount_offered_pct,lead_score,observed_region,converted_30d,conversion_date,acquisition_cost_usd,discount_pct,age,gender,income_band,loyalty_tier,avg_pages_viewed,avg_time_on_site,total_add_to_cart,total_checkout_started,total_sessions,total_revenue,preferred_device,predicted_prob,priority_tier
L500694,C102046,MKT2005,2025-02-18,Meta,/new-arrivals,10,50.0,South South,False,,12.46,10.0,42.0,male,Lower-Middle,gold,4.5,131.75,1.0,1.0,4.0,69.06,tablet,0.5642300493449038,Medium
L500695,C101316,MKT2003,2025-02-02,CRM,/landing-a,20,59.0,South South,True,2025-02-23,2.06,20.0,30.0,male,Upper-Middle,bronze,4.4,252.0,1.0,0.0,6.0,76.36,tablet,0.78,High
L500696,C100654,MKT2008,26/03/2025,Meta,/quiz,5,48.0,South South,True,2025-03-31,10.18,5.0,33.0,female,Middle,bronze,5.75,209.75,4.0,1.0,8.0,47.46,mobile,0.7733333333333333,High
L500697,C101196,MKT2017,2025-06-19,Meta,/bundle-offer,10,37.0,North West,False,,$7.93,10.0,26.0,female,Middle,bronze,6.333333333333333,250.0,1.0,0.0,3.0,47.5,mobile,0.09333333333333334,Low
L500698,C100181,MKT2001,2025-02-08,Google,/landing-b,20,40.0,North Central,False,,21.95,20.0,28.0,male,Lower-Middle,silver,6.4,291.6,2.0,2.0,5.0,208.86,tablet,0.09333333333333334,Low
L500699,C100945,MKT2028,2025-09-19,Google,/promo-summer,0,17.0,North West,False,,$21.85,0.0,18.0,female,Lower-Middle,silver,5.125,218.125,6.0,4.0,8.0,0.0,mobile,0.14,Low
L500700,C102383,MKT2030,2025-02-01,Programmatic,/quiz,10,24.0,South East,False,,16.01,10.0,35.0,female,Middle,bronze,4.714285714285714,221.57142857142856,3.0,0.0,7.0,212.46,mobile,0.1,Low
L500701,C100338,MKT2015,05-28-2025,Google,/promo-summer,5,55.0,South West,False,,14.85,5.0,29.0,female,Lower-Middle,silver,6.571428571428571,217.1428571428571,3.0,3.0,7.0,89.48,tablet,0.14,Low
L500702,C101723,MKT2018,2025-09-04,Meta,/quiz,0,24.0,South South,False,,USD 9.41,0.0,31.0,male,Middle,bronze,5.454545454545454,174.0,5.0,1.0,11.0,0.0,mobile,0.07333333333333333,Low
L500703,C102114,MKT2003,"Feb 02, 2025",CRM,/promo-summer,0,48.0,South West,True,2025-02-20,1.0,0.0,43.0,male,Low,bronze,5.125,273.125,4.0,2.0,8.0,0.0,desktop,0.6733333333333333,High
L500704,C101972,MKT2018,2025-07-25,Meta,/landing-a,0,33.0,South West,False,,13.89,0.0,42.0,female,Middle,gold,4.875,212.125,3.0,2.0,8.0,0.0,mobile,0.3466666666666667,Medium
L500705,C101464,MKT2032,2025-11-06,Google,/quiz,0,18.0,South West,False,,19.75,0.0,34.0,female,Low,silver,6.125,163.375,5.0,3.0,8.0,75.41,mobile,0.1,Low
L500706,C101472,MKT2033,2025-11-27,Programmatic,/quiz,20,38.0,South East,False,,10.68,20.0,37.0,male,Middle,silver,4.428571428571429,309.2857142857143,4.0,3.0,7.0,109.13,mobile,0.16666666666666666,Low
L500707,C100658,MKT2008,2025-04-23,Meta,/quiz,10,21.0,South South,False,,15.64,10.0,36.0,female,Low,silver,4.333333333333333,207.33333333333337,0.0,0.0,3.0,34.46,mobile,0.2,Low
L500708,C101425,MKT2014,2025-10-20,Google,/promo-summer,10,50.0,South West,False,,19.02,10.0,34.0,female,Low,gold,5.166666666666667,224.0,3.0,1.0,6.0,0.0,mobile,0.4266666666666667,Medium
L500709,C100426,MKT2034,2025-10-09,Meta,/landing-a,10,34.0,South West,True,2025-10-13,USD 17.15,10.0,31.0,female,Lower-Middle,bronze,6.285714285714286,251.8571428571429,4.0,1.0,7.0,0.0,mobile,0.76,High
L500710,C101068,MKT2027,2025-04-19,Google,/new-arrivals,0,54.0,South West,True,2025-04-30,21.31,0.0,23.0,male,High,bronze,5.166666666666667,168.66666666666666,4.0,3.0,6.0,166.24,mobile,0.6533333333333333,Medium
L500711,C101814,MKT2013,2025-04-13,Meta,/quiz,fifteen,25.0,North Central,True,16/04/2025,16.25,0.0,25.0,male,Lower-Middle,silver,5.6,296.8,3.0,1.0,5.0,92.69,mobile,0.6533333333333333,Medium
L500712,C100114,MKT2016,2025-06-08,CRM,/quiz,15,38.0,South East,False,,7.69,15.0,32.0,female,Lower-Middle,silver,5.714285714285714,303.85714285714283,4.0,0.0,7.0,154.98,mobile,0.20666666666666667,Low
L500713,C100163,MKT2034,2025-09-04,Meta,/landing-b,5,43.0,South West,False,,4.96,5.0,18.0,male,Middle,bronze,4.428571428571429,233.42857142857144,2.0,1.0,7.0,50.71,desktop,0.06666666666666667,Low
L500714,C100673,MKT2029,10-17-2025,Google,/promo-summer,15,63.0,South South,False,,19.07,15.0,46.0,male,Middle,bronze,5.428571428571429,200.8571428571429,3.0,2.0,7.0,0.0,mobile,0.18,Low
L500715,C100707,MKT2008,2025-03-17,Meta,/landing-b,0,46.0,South West,False,,10.37,0.0,30.0,male,Middle,bronze,6.666666666666667,18.333333333333332,0.0,0.0,3.0,142.28,mobile,0.34,Medium
L500716,C101535,MKT2026,2025-09-25,Google,/landing-a,5,30.0,South West,True,2025-10-15,14.75,5.0,52.0,female,Lower-Middle,bronze,4.714285714285714,286.85714285714283,1.0,0.0,7.0,173.89,mobile,0.7533333333333333,High
L500717,C100084,MKT2009,"Apr 20, 2025",Creator,/landing-a,10,43.0,North West,True,"Apr 29, 2025",19.94,10.0,49.0,female,Upper-Middle,silver,5.0,253.41666666666663,8.0,4.0,12.0,0.0,mobile,0.7333333333333333,High
L500718,C100429,MKT2002,2025-02-01,Google,/landing-b,10,25.0,North Central,True,2025-02-22,17.5,10.0,29.0,male,Middle,bronze,5.125,211.0,3.0,1.0,8.0,114.71,desktop,0.7733333333333333,High
L500719,C100808,MKT2015,11/06/2025,Google,/new-arrivals,15,31.0,North West,False,,26.18,15.0,33.0,male,Low,silver,4.833333333333333,339.8333333333333,2.0,2.0,6.0,66.06,desktop,0.16,Low
L500720,C101229,MKT2034,2025-07-18,Meta,/bundle-offer,15,40.0,North Central,True,2025-08-08,15.6,15.0,37.0,female,Low,gold,5.625,171.375,2.0,0.0,8.0,0.0,desktop,0.7266666666666667,High
L500721,C102352,MKT2006,2025-03-11,Meta,/bundle-offer,20,24.0,North West,False,,13.26,20.0,41.0,female,Lower-Middle,bronze,5.666666666666667,185.77777777777777,2.0,2.0,9.0,56.36,desktop,0.16,Low
L500722,C100502,MKT2001,18/02/2025,Google,/promo-summer,15,38.0,South West,True,02-28-2025,$13.58,15.0,32.0,female,Middle,bronze,6.625,171.375,3.0,1.0,8.0,0.0,tablet,0.4066666666666667,Medium
L500723,C100371,MKT2011,2025-04-18,CRM,/landing-a,10,48.0,South West,True,2025-04-30,2.65,10.0,32.0,female,Middle,silver,5.0,138.0,3.0,2.0,4.0,110.28,mobile,0.6466666666666666,Medium
L500724,C101462,MKT2001,2025-01-24,Google,/new-arrivals,5,60.0,North Central,False,,USD 10.48,5.0,23.0,female,High,silver,4.928571428571429,248.07142857142856,3.0,1.0,14.0,46.25,mobile,0.23333333333333334,Low
L500725,C101620,MKT2008,2025-03-17,Meta,/bundle-offer,10,45.0,South West,False,,20.4,10.0,18.0,female,Low,gold,6.5,216.0,0.0,0.0,6.0,67.28,tablet,0.1375633826782372,Low
L500726,C100227,MKT2031,2025/11/09,Meta,/quiz,10,38.0,South West,True,2025-11-17,USD 14.60,10.0,37.0,male,Middle,bronze,6.75,235.0,4.0,2.0,8.0,0.0,desktop,0.6424437235820308,Medium
L500727,C100820,MKT2024,2025-08-31,Creator,/new-arrivals,10,30.0,South West,True,2025-09-11,18.42,10.0,31.0,female,Lower-Middle,gold,5.0,252.33333333333337,2.0,0.0,6.0,0.0,mobile,0.7733333333333333,High
L500728,C101271,MKT2012,2025-05-27,Partner,/bundle-offer,10,49.0,North Central,False,,9.0,10.0,23.0,female,Middle,gold,5.857142857142857,214.57142857142856,3.0,2.0,7.0,157.88,mobile,0.16666666666666666,Low
L500729,C101068,MKT2030,2025-02-09,Programmatic,/bundle-offer,0,26.0,South West,False,,$11.63,0.0,23.0,male,High,bronze,5.166666666666667,168.66666666666666,4.0,3.0,6.0,166.24,mobile,0.08666666666666667,Low
L500730,C101533,MKT2028,2025-09-25,Google,/landing-a,10,46.0,South South,True,13/10/2025,13.09,10.0,27.0,female,Low,bronze,5.833333333333333,118.0,2.0,1.0,6.0,44.77,mobile,0.72,High
L500731,C101165,MKT2015,13/06/2025,Google,/bundle-offer,20,19.0,South East,False,,14.4,20.0,44.0,male,Lower-Middle,bronze,5.875,249.875,4.0,2.0,8.0,178.34,desktop,0.11333333333333333,Low
L500732,C102027,MKT2018,17/06/2025,Meta,/quiz,5,53.0,South West,True,2025-06-19,13.09,5.0,40.0,male,Middle,gold,8.25,163.5,1.0,0.0,4.0,117.63,mobile,0.74,High
L500733,C102265,MKT2013,2025-04-07,Meta,/landing-b,20,20.0,North West,False,,USD 12.16,20.0,26.0,male,Middle,bronze,5.8,234.0,1.0,0.0,5.0,0.0,mobile,0.18,Low
L500734,C100664,MKT2030,2025-01-10,Programmatic,/bundle-offer,5,30.0,South West,False,,11,5.0,45.0,male,Middle,bronze,5.4,164.4,2.0,2.0,5.0,110.11,mobile,0.13333333333333333,Low
L500735,C101867,MKT2014,2025-10-31,Google,/promo-summer,10,21.0,North West,False,,19.34,10.0,40.0,male,Low,silver,6.0,157.72727272727272,5.0,3.0,11.0,65.95,mobile,0.04666666666666667,Low
L500736,C101868,MKT2009,2025-04-19,Creator,/new-arrivals,0,87.0,South West,False,,27.6,0.0,55.0,male,Upper-Middle,platinum,5.625,130.625,3.0,2.0,8.0,69.11,mobile,0.17333333333333334,Low
L500737,C101439,MKT2021,2025-12-13,Partner,/landing-b,0,61.0,South West,True,2026-01-07,11.38,0.0,27.0,female,Middle,gold,5.333333333333333,206.66666666666663,0.0,0.0,3.0,112.22,tablet,0.7733333333333333,High
L500738,C101714,MKT2030,2025-01-14,Programmatic,/promo-summer,5,62.0,South East,True,2025/01/21,15,5.0,42.0,male,Middle,gold,4.4,213.0,2.0,1.0,5.0,52.15,mobile,0.7666666666666667,High
L500739,C100205,MKT2009,2025-04-08,Creator,/new-arrivals,5,36.0,North Central,False,,16.67,5.0,26.0,male,Low,bronze,4.0,317.3333333333333,0.0,0.0,3.0,63.67,mobile,0.10666666666666667,Low
L500740,C100873,MKT2009,01/04/2025,Creator,/landing-a,0,9.0,South South,True,2025-04-18,22,0.0,27.0,female,Upper-Middle,bronze,4.857142857142857,279.14285714285717,4.0,2.0,7.0,53.25,mobile,0.7866666666666666,High
L500741,C101784,MKT2021,2025-12-11,Partner,/promo-summer,10,46.0,North West,False,,11.75,10.0,18.0,female,Lower-Middle,platinum,6.333333333333333,257.0,3.0,1.0,3.0,0.0,mobile,0.36,Medium
L500742,C101313,MKT2003,2025-02-01,CRM,/quiz,15,38.0,South West,False,,1.0,15.0,43.0,male,High,silver,5.090909090909091,230.0909090909091,5.0,3.0,11.0,0.0,mobile,0.49333333333333335,Medium
L500743,C101079,MKT2034,2025-09-17,Meta,/new-arrivals,10,44.0,South West,False,,17.86,10.0,38.0,female,Lower-Middle,gold,5.2,164.6,1.0,0.0,5.0,78.99000000000001,mobile,0.06666666666666667,Low
L500744,C101454,MKT2007,2025-03-19,Creator,/promo-summer,10,49.0,North West,True,2025-03-28,27.48,10.0,29.0,male,Upper-Middle,silver,5.5,1880.25,0.0,0.0,4.0,0.0,mobile,0.7466666666666667,High
L500745,C102103,MKT2031,10-12-2025,Meta,/new-arrivals,0,26.0,North West,False,,$22.46,0.0,27.0,male,Middle,gold,5.777777777777778,259.0,5.0,1.0,9.0,219.57,mobile,0.16,Low
L500746,C101696,MKT2006,04/03/2025,Meta,/new-arrivals,0,31.0,South South,False,,16.99,0.0,23.0,male,Middle,bronze,5.6,243.8,1.0,1.0,5.0,0.0,tablet,0.11333333333333333,Low
L500747,C101609,MKT2032,2025/10/20,Google,/landing-b,5,22.0,North Central,False,,21,5.0,29.0,female,Lower-Middle,silver,4.333333333333333,268.0,0.0,0.0,3.0,41.15,mobile,0.4666666666666667,Medium
L500748,C101183,MKT2000,2025-06-10,Meta,/new-arrivals,0,31.0,South East,False,,8.03,0.0,43.0,female,Low,bronze,6.625,199.11111111111111,3.0,2.0,9.0,58.66,desktop,0.21333333333333335,Low
L500749,C100231,MKT2024,2025-09-06,Creator,/new-arrivals,0,32.0,south west,False,,$19.12,0.0,44.0,female,Middle,gold,6.666666666666667,197.0,1.0,1.0,3.0,0.0,desktop,0.18,Low
L500750,C100465,MKT2024,"Aug 19, 2025",Creator,/landing-a,0,57.0,South West,True,2025-08-30,19.88,0.0,37.0,female,High,silver,5.8,187.9,4.0,2.0,10.0,0.0,mobile,0.7333333333333333,High
L500751,C101497,MKT2027,2025-04-21,Google,/new-arrivals,5,23.0,South East,False,,21.54,5.0,18.0,male,Middle,bronze,5.444444444444445,230.88888888888889,5.0,2.0,9.0,0.0,desktop,0.14666666666666667,Low
L500752,C100104,MKT2003,13/02/2025,CRM,/quiz,5,42.0,South South,True,2025-02-26,8,5.0,36.0,female,High,gold,4.6,269.8,3.0,2.0,10.0,171.73,mobile,0.6333333333333333,Medium
L500753,C101777,MKT2033,2025-11-13,Programmatic,/promo-summer,10,31.0,South West,False,,11.4,10.0,26.0,male,Middle,silver,5.625,175.625,6.0,2.0,8.0,0.0,mobile,0.24666666666666667,Low
L500754,C100337,MKT2007,2025-03-09,Creator,/landing-b,15,41.0,North West,True,2025-04-06,23.45,15.0,35.0,male,Upper-Middle,platinum,4.5,237.75,1.0,1.0,4.0,0.0,mobile,0.8266666666666667,High
L500755,C100587,MKT2003,2025-02-05,CRM,/promo-summer,0,17.0,South East,False,,10.96,0.0,26.0,female,Low,silver,4.769230769230769,261.6923076923077,7.0,3.0,13.0,85.95,tablet,0.06,Low
L500756,C101645,MKT2010,2025-04-13,Google,/bundle-offer,20,57.0,North Central,False,,16.34,20.0,38.0,female,Middle,gold,8.0,102.0,1.0,0.0,2.0,64.8,mobile,0.14666666666666667,Low
L500757,C101773,,2025-10-22,Google,/landing-a,10,9.0,South West,False,,13.94,10.0,32.0,female,Low,bronze,6.0,113.0,2.0,1.0,2.0,0.0,mobile,0.3,Low
L500758,C101774,MKT2015,2025-06-07,Google,/new-arrivals,15,30.0,South East,False,,19.66,15.0,18.0,female,Middle,bronze,3.3333333333333335,213.33333333333337,1.0,1.0,3.0,69.14,desktop,0.12,Low
L500759,C100003,MKT2019,2025-08-13,Meta,/landing-a,10,25.0,North West,False,,18,10.0,37.0,female,Middle,bronze,7.4,131.6,3.0,0.0,5.0,0.0,mobile,0.08,Low
L500760,C101432,MKT2011,2025-05-01,CRM,/quiz,0,18.0,North Central,False,,10.66,0.0,40.0,female,Low,gold,4.375,216.375,5.0,1.0,8.0,117.1,mobile,0.15333333333333332,Low
L500761,C102187,MKT2021,2025-12-08,Partner,/landing-b,10,52.0,South South,False,,9.72,10.0,27.0,female,Upper-Middle,bronze,5.230769230769231,212.69230769230768,1.0,0.0,13.0,111.43,mobile,0.18,Low
L500762,C100795,MKT2002,2025-02-12,Google,/quiz,15,43.0,North Central,True,2025-02-28,$12.80,15.0,29.0,female,Middle,gold,5.125,263.875,3.0,1.0,8.0,52.31,mobile,0.7666666666666667,High
L500763,C101990,MKT2018,2025-07-03,Meta,/new-arrivals,20,34.0,North Central,False,,11.61,20.0,47.0,female,Lower-Middle,gold,6.2,238.0,5.0,1.0,10.0,0.0,mobile,0.26666666666666666,Low
L500764,C101537,MKT2019,2025/08/13,Meta,/landing-a,10,52.0,North West,True,17/08/2025,10.58,10.0,36.0,male,Upper-Middle,gold,5.333333333333333,200.91666666666663,6.0,4.0,12.0,190.12,desktop,0.37333333333333335,Medium
L500765,C101680,MKT2023,2025-08-10,CRM,/quiz,15,29.0,North Central,False,,7.18,15.0,45.0,male,Middle,bronze,6.333333333333333,285.5,1.0,1.0,6.0,0.0,mobile,0.15333333333333332,Low
L500766,C101286,MKT2016,2025-06-02,CRM,/landing-b,15,28.0,South South,True,2025/06/02,6.75,15.0,23.0,male,Lower-Middle,bronze,4.0,234.66666666666663,0.0,0.0,3.0,0.0,mobile,0.7466666666666667,High
L500767,C101656,MKT2015,2025-06-04,Google,/landing-b,20,45.0,North Central,False,,$17.47,20.0,31.0,male,Middle,bronze,3.6666666666666665,280.6666666666667,2.0,1.0,6.0,0.0,mobile,0.13333333333333333,Low
L500768,C100762,MKT2008,2025-03-17,Meta,/bundle-offer,20,27.0,South South,False,,8.29,20.0,26.0,male,Middle,silver,4.833333333333333,211.5,3.0,2.0,12.0,0.0,mobile,0.08,Low
L500769,C100574,MKT2035,11/12/2025,Google,/landing-b,15,60.0,South South,False,,15,15.0,41.0,male,Lower-Middle,bronze,5.714285714285714,135.0,2.0,0.0,7.0,242.83,mobile,0.17333333333333334,Low
L500770,,MKT2034,2025-07-29,Meta,/quiz,10,30.0,South South,False,,13.34,10.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,,Unknown,0.26,Low
L500771,C101689,MKT2026,"Sep 21, 2025",Google,/quiz,5,34.0,South West,False,,23.09,5.0,29.0,female,Lower-Middle,silver,5.666666666666667,206.77777777777777,5.0,2.0,9.0,0.0,mobile,0.5133333333333333,Medium
L500772,C101850,MKT2029,10-29-2025,Google,/promo-summer,10,14.0,North West,False,,19.79,10.0,23.0,female,Middle,bronze,6.666666666666667,261.3333333333333,4.0,4.0,9.0,0.0,desktop,0.13333333333333333,Low
L500773,C100449,MKT2007,2025-04-05,Creator,/promo-summer,10,50.0,North West,False,,USD 23.94,10.0,26.0,female,Low,gold,5.428571428571429,249.0,4.0,1.0,7.0,0.0,mobile,0.4266666666666667,Medium
L500774,C101403,MKT2027,2025-05-07,Google,/landing-b,0,20.0,South South,False,,21.45,0.0,34.0,male,Low,bronze,5.125,193.25,3.0,2.0,8.0,0.0,desktop,0.20666666666666667,Low
L500775,C100905,MKT2030,2025-02-18,Programmatic,/new-arrivals,20,33.0,South South,False,,13.06,20.0,33.0,male,Upper-Middle,bronze,5.166666666666667,151.16666666666666,5.0,1.0,12.0,88.87,mobile,0.18666666666666668,Low
L500776,C102359,MKT2003,2025-02-18,CRM,/bundle-offer,15,59.0,North Central,False,,9.6,15.0,47.0,male,High,platinum,5.5,290.0,1.0,1.0,4.0,106.44,mobile,0.6266666666666667,Medium
L500777,C100788,MKT2023,2025-08-19,CRM,/landing-a,20,39.0,North West,False,,USD 8.93,20.0,21.0,female,Middle,gold,7.0,211.6,5.0,4.0,10.0,0.0,tablet,0.1,Low
L500778,C101778,MKT2009,2025-04-20,Creator,/bundle-offer,10,15.0,South South,False,,$11.02,10.0,31.0,female,Lower-Middle,silver,5.5,128.0,8.0,4.0,10.0,0.0,tablet,0.29333333333333333,Low
L500779,C102367,MKT2011,2025-04-18,CRM,/landing-a,10,24.0,North West,False,,USD 3.67,10.0,20.0,female,Low,bronze,5.7,162.2,8.0,6.0,10.0,38.07,mobile,0.05333333333333334,Low
L500780,C101106,MKT2004,2025-09-03,Partner,/new-arrivals,5,38.0,South West,True,2025-09-18,8.51,5.0,26.0,male,Upper-Middle,silver,8.0,224.66666666666663,2.0,1.0,3.0,0.0,mobile,0.86,High
L500781,C100326,MKT2025,2025-08-19,Meta,/quiz,0,45.0,South West,False,,14.72,0.0,36.0,female,Upper-Middle,bronze,4.666666666666667,287.6666666666667,2.0,1.0,3.0,36.34,mobile,0.16666666666666666,Low
L500782,C100845,MKT2008,2025-03-22,Meta,/quiz,10,19.0,North West,False,,$23.31,10.0,20.0,female,High,silver,5.6,211.6,3.0,0.0,5.0,27.51,desktop,0.1,Low
L500783,C100419,MKT2019,2025-07-12,Meta,/landing-a,10,23.0,South West,False,,17.54,10.0,20.0,male,Middle,bronze,5.0,274.0,2.0,1.0,9.0,0.0,mobile,0.04,Low
L500784,C100077,MKT2016,2025-06-10,CRM,/new-arrivals,15,41.0,South South,False,2025-06-12,1.0,15.0,48.0,female,Middle,gold,5.5,202.0,1.0,0.0,8.0,1249.53,mobile,0.14,Low
L500785,C101901,MKT2014,2025-10-13,Google,/quiz,0,30.0,South East,False,,13,0.0,53.0,female,Middle,silver,4.454545454545454,203.0909090909091,1.0,0.0,11.0,181.19,mobile,0.29333333333333333,Low
L500786,C100688,MKT2026,2025-09-12,Google,/landing-a,0,19.0,North West,True,2025-10-09,12.21,0.0,18.0,female,Low,silver,4.571428571428571,190.8571428571429,2.0,2.0,7.0,0.0,mobile,0.6666666666666666,High
L500787,C101929,MKT2003,2025-02-13,CRM,/landing-b,10,45.0,South West,True,2025-03-10,10.22,10.0,29.0,male,Middle,gold,5.375,215.375,4.0,2.0,8.0,0.0,desktop,0.38,Medium
L500788,C100223,MKT2014,2025-10-07,Google,/quiz,15,52.0,South West,False,,16.38,15.0,44.0,female,Middle,bronze,6.1,224.1,5.0,2.0,10.0,85.03,mobile,0.4,Medium
L500789,C101640,MKT2004,09-03-2025,Partner,/new-arrivals,0,46.0,South East,False,,$18.18,0.0,34.0,male,Upper-Middle,bronze,5.615384615384615,249.92307692307693,6.0,0.0,13.0,0.0,tablet,0.1,Low
L500790,C100673,MKT2009,2025/04/14,Creator,/new-arrivals,0,19.0,South South,False,,17.85,0.0,46.0,male,Middle,bronze,5.428571428571429,200.8571428571429,3.0,2.0,7.0,0.0,mobile,0.09333333333333334,Low
L500791,C100673,MKT2008,2025-04-02,Meta,/bundle-offer,5,22.0,South South,True,2025-04-08,17.01,5.0,46.0,male,Middle,bronze,5.428571428571429,200.8571428571429,3.0,2.0,7.0,0.0,mobile,0.6933333333333334,High
L500792,C102310,MKT2022,2025-08-22,CRM,/quiz,10,44.0,South East,False,,9.0,10.0,29.0,male,Lower-Middle,silver,5.8,315.0,3.0,3.0,5.0,0.0,desktop,0.16,Low
L500793,C100939,MKT2033,2025-11-14,Programmatic,/landing-b,10,27.0,South West,False,,3.42,10.0,25.0,male,Lower-Middle,bronze,6.0,345.0,4.0,0.0,8.0,19.27,mobile,0.03333333333333333,Low
L500794,C101151,MKT2024,2025-08-28,Creator,/landing-b,10,35.0,North Central,False,,$16.79,10.0,32.0,non-binary,Middle,gold,4.923076923076923,262.61538461538464,5.0,2.0,13.0,179.13,desktop,0.24,Low
L500795,C100067,MKT2023,2025-08-29,CRM,/new-arrivals,0,21.0,South South,True,2025-09-21,6.62,0.0,21.0,male,Lower-Middle,silver,4.333333333333333,255.5,5.0,4.0,12.0,49.93,mobile,0.8,High
L500796,C100457,MKT2008,2025-04-07,Meta,/new-arrivals,5,9.0,North West,False,,13.91,5.0,29.0,female,Middle,bronze,6.428571428571429,204.42857142857144,2.0,1.0,7.0,0.0,mobile,0.09333333333333334,Low
L500797,C101352,MKT2007,2025-04-11,Creator,/landing-b,15,22.0,North Central,False,,$21.97,15.0,38.0,male,Middle,bronze,5.583333333333333,202.08333333333337,3.0,1.0,12.0,0.0,mobile,0.15333333333333332,Low
L500798,C100853,MKT2008,2025-03-28,Meta,/quiz,15,29.0,South West,True,2025-04-24,19.99,15.0,29.0,female,Upper-Middle,bronze,6.5,218.1428571428571,2.0,1.0,7.0,0.0,desktop,0.35333333333333333,Medium
L500799,C100247,MKT2020,"May 09, 2025",CRM,/landing-a,5,15.0,North West,True,2025-05-10,5.58,5.0,55.0,male,Middle,bronze,5.857142857142857,245.71428571428572,6.0,2.0,14.0,85.69,mobile,0.7533333333333333,High
L500800,C101860,MKT2033,2025-11-25,Programmatic,/new-arrivals,10,13.0,South West,False,,13.72,10.0,27.0,non-binary,Low,bronze,4.285714285714286,254.57142857142856,4.0,2.0,7.0,0.0,mobile,0.08666666666666667,Low
L500801,C102378,MKT2029,2025-09-27,Google,/new-arrivals,0,31.0,South East,True,2025-10-03,$18.58,0.0,22.0,male,Low,gold,4.8,257.2,0.0,0.0,5.0,61.98,mobile,0.7733333333333333,High
L500802,C100352,MKT2026,2025-09-24,Google,/quiz,10,54.0,South West,False,,19.29,10.0,47.0,female,High,silver,5.833333333333333,229.5,3.0,0.0,6.0,0.0,mobile,0.12666666666666668,Low
L500803,C100263,MKT2031,2025-10-15,Meta,/bundle-offer,15,37.0,North West,False,,5.55,15.0,24.0,female,Middle,bronze,7.0,225.83333333333337,3.0,2.0,6.0,119.77,mobile,0.06,Low
L500804,C100684,MKT2033,2025-11-18,Programmatic,/landing-a,20,20.0,North Central,False,,$12.48,20.0,36.0,male,Lower-Middle,gold,5.0,270.57142857142856,2.0,1.0,7.0,112.42,mobile,0.1,Low
L500805,,,2025-05-03,Partner,/landing-b,0,62.0,North West,True,2025-05-29,7,0.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,,Unknown,0.74,High
L500806,C100181,MKT2035,2025/11/22,Google,/promo-summer,15,39.0,North Central,True,2025-12-18,USD 12.47,15.0,28.0,male,Lower-Middle,silver,6.4,291.6,2.0,2.0,5.0,208.86,tablet,0.6933333333333334,High
L500807,C100492,MKT2006,03-15-2025,Meta,/bundle-offer,5,52.0,South East,True,2025-03-20,18,5.0,29.0,non-binary,Middle,silver,5.714285714285714,227.57142857142856,3.0,1.0,7.0,0.0,mobile,0.8375633826782372,High
L500808,C101741,MKT2033,2025-11-07,Programmatic,/quiz,0,66.0,South South,True,2025-12-04,7.0,0.0,37.0,female,Upper-Middle,gold,3.5,102.75,1.0,0.0,4.0,0.0,tablet,0.6466666666666666,Medium
L500809,C101229,MKT2030,2025-01-24,Programmatic,/bundle-offer,5,26.0,North Central,False,,12.05,5.0,37.0,female,Low,gold,5.625,171.375,2.0,0.0,8.0,0.0,desktop,0.14,Low
L500810,C102054,MKT2029,2025-09-25,Google,/promo-summer,0,28.0,North West,True,2025-10-24,19.68,0.0,23.0,male,Middle,gold,6.0,149.0,3.0,1.0,10.0,160.26,mobile,0.4666666666666667,Medium
L500811,C101237,MKT2008,"Apr 05, 2025",Meta,/new-arrivals,20,43.0,South West,False,,12.46,20.0,38.0,male,Upper-Middle,bronze,5.666666666666667,237.83333333333337,5.0,1.0,12.0,135.79,mobile,0.25333333333333335,Low
